number,alley,column,level,storage,buildings,X,Y
26959,"FB5","012","10","01","FLO",0,0
26960,"FB5","012","10","02","FLO",0,0
26961,"FB5","012","10","03","FLO",0,0
26962,"FB5","012","10","04","FLO",0,0
26963,"FB5","012","20","01","FLO",0,0
26964,"FB5","012","20","02","FLO",0,0
26965,"FB5","012","20","03","FLO",0,0
26966,"FB5","012","20","04","FLO",0,0
26967,"FB5","012","30","01","FLO",0,0
26968,"FB5","012","30","02","FLO",0,0
26969,"FB5","012","30","03","FLO",0,0
26970,"FB5","012","30","04","FLO",0,0
26971,"FB5","012","40","01","FLO",0,0
26972,"FB5","012","40","02","FLO",0,0
26973,"FB5","012","40","03","FLO",0,0
26974,"FB5","012","40","04","FLO",0,0
26975,"FB5","012","50","01","FLO",0,0
26976,"FB5","012","50","02","FLO",0,0
26977,"FB5","012","50","03","FLO",0,0
26978,"FB5","012","50","04","FLO",0,0
136486,"FB4","012","10","01","FLO",0,0
136487,"FB4","012","10","02","FLO",0,0
136488,"FB4","012","10","03","FLO",0,0
136489,"FB4","012","10","04","FLO",0,0
136490,"FB4","012","20","01","FLO",0,0
136491,"FB4","012","20","02","FLO",0,0
136492,"FB4","012","20","03","FLO",0,0
136493,"FB4","012","20","04","FLO",0,0
136494,"FB4","012","30","01","FLO",0,0
136495,"FB4","012","30","02","FLO",0,0
136496,"FB4","012","30","03","FLO",0,0
136497,"FB4","012","30","04","FLO",0,0
136498,"FB4","012","40","01","FLO",0,0
136499,"FB4","012","40","02","FLO",0,0
136500,"FB4","012","40","03","FLO",0,0
136501,"FB4","012","40","04","FLO",0,0
136502,"FB4","012","50","01","FLO",0,0
136503,"FB4","012","50","02","FLO",0,0
136504,"FB4","012","50","03","FLO",0,0
136505,"FB4","012","50","04","FLO",0,0
24950,"FA1","001","404","404","FLO",60.0,8.0
24951,"FA2","001","404","404","FLO",60.0,8.0
24952,"FA3","001","404","404","FLO",60.0,8.0
24953,"FA4","001","404","404","FLO",60.0,8.0
24954,"FA5","001","404","404","FLO",60.0,8.0
24955,"FA6","001","404","404","FLO",60.0,8.0
24956,"FA7","001","404","404","FLO",60.0,8.0
24957,"FA8","001","404","404","FLO",60.0,8.0
24958,"FA9","001","404","404","FLO",60.0,8.0
128018,"FA10","001","404","404","FLO",60.0,8.0
128019,"FA11","001","404","404","FLO",60.0,8.0
128020,"FA12","001","404","404","FLO",60.0,8.0
128021,"FA13","001","404","404","FLO",60.0,8.0
128022,"FA14","001","404","404","FLO",60.0,8.0
128023,"FA15","001","404","404","FLO",60.0,8.0
128024,"FA16","001","404","404","FLO",60.0,8.0
128025,"FA17","001","404","404","FLO",60.0,8.0
128026,"FA18","001","404","404","FLO",60.0,8.0
128027,"FA19","001","404","404","FLO",60.0,8.0
135650,"FA20","001","404","404","FLO",60.0,8.0
135651,"FA21","001","404","404","FLO",60.0,8.0
135652,"FA22","001","404","404","FLO",60.0,8.0
135653,"FA23","001","404","404","FLO",60.0,8.0
20914,"FB2","001","10","01","FLO",75.0,8.0
20915,"FB2","001","10","02","FLO",75.0,8.0
20918,"FB2","001","20","01","FLO",75.0,8.0
20919,"FB2","001","20","02","FLO",75.0,8.0
20922,"FB2","001","30","01","FLO",75.0,8.0
20923,"FB2","001","30","02","FLO",75.0,8.0
20926,"FB2","001","40","01","FLO",75.0,8.0
20927,"FB2","001","40","02","FLO",75.0,8.0
20930,"FB2","001","50","01","FLO",75.0,8.0
20931,"FB2","001","50","02","FLO",75.0,8.0
20934,"FB2","001","60","01","FLO",75.0,8.0
20935,"FB2","001","60","02","FLO",75.0,8.0
20938,"FB2","001","70","01","FLO",75.0,8.0
20939,"FB2","001","70","02","FLO",75.0,8.0
22190,"FB1","001","10","01","FLO",75.0,8.0
22191,"FB1","001","10","02","FLO",75.0,8.0
22194,"FB1","001","20","01","FLO",75.0,8.0
22195,"FB1","001","20","02","FLO",75.0,8.0
22198,"FB1","001","30","01","FLO",75.0,8.0
22199,"FB1","001","30","02","FLO",75.0,8.0
22202,"FB1","001","40","01","FLO",75.0,8.0
22203,"FB1","001","40","02","FLO",75.0,8.0
22206,"FB1","001","50","01","FLO",75.0,8.0
22207,"FB1","001","50","02","FLO",75.0,8.0
22210,"FB1","001","60","01","FLO",75.0,8.0
22211,"FB1","001","60","02","FLO",75.0,8.0
22214,"FB1","001","70","01","FLO",75.0,8.0
22215,"FB1","001","70","02","FLO",75.0,8.0
20942,"FB2","002","10","01","FLO",78.6,8.0
20943,"FB2","002","10","02","FLO",78.6,8.0
20944,"FB2","002","10","03","FLO",78.6,8.0
20945,"FB2","002","10","04","FLO",78.6,8.0
20946,"FB2","002","20","01","FLO",78.6,8.0
20947,"FB2","002","20","02","FLO",78.6,8.0
20948,"FB2","002","20","03","FLO",78.6,8.0
20949,"FB2","002","20","04","FLO",78.6,8.0
20950,"FB2","002","30","01","FLO",78.6,8.0
20951,"FB2","002","30","02","FLO",78.6,8.0
20952,"FB2","002","30","03","FLO",78.6,8.0
20953,"FB2","002","30","04","FLO",78.6,8.0
20954,"FB2","002","40","01","FLO",78.6,8.0
20955,"FB2","002","40","02","FLO",78.6,8.0
20956,"FB2","002","40","03","FLO",78.6,8.0
20957,"FB2","002","40","04","FLO",78.6,8.0
20958,"FB2","002","50","01","FLO",78.6,8.0
20959,"FB2","002","50","02","FLO",78.6,8.0
20960,"FB2","002","50","03","FLO",78.6,8.0
20961,"FB2","002","50","04","FLO",78.6,8.0
20962,"FB2","002","60","01","FLO",78.6,8.0
20963,"FB2","002","60","02","FLO",78.6,8.0
20964,"FB2","002","60","03","FLO",78.6,8.0
20965,"FB2","002","60","04","FLO",78.6,8.0
20966,"FB2","002","70","01","FLO",78.6,8.0
20967,"FB2","002","70","02","FLO",78.6,8.0
20968,"FB2","002","70","03","FLO",78.6,8.0
20969,"FB2","002","70","04","FLO",78.6,8.0
22218,"FB1","002","10","01","FLO",78.6,8.0
22219,"FB1","002","10","02","FLO",78.6,8.0
22220,"FB1","002","10","03","FLO",78.6,8.0
22221,"FB1","002","10","04","FLO",78.6,8.0
22222,"FB1","002","20","01","FLO",78.6,8.0
22223,"FB1","002","20","02","FLO",78.6,8.0
22224,"FB1","002","20","03","FLO",78.6,8.0
22225,"FB1","002","20","04","FLO",78.6,8.0
22226,"FB1","002","30","01","FLO",78.6,8.0
22227,"FB1","002","30","02","FLO",78.6,8.0
22228,"FB1","002","30","03","FLO",78.6,8.0
22229,"FB1","002","30","04","FLO",78.6,8.0
22230,"FB1","002","40","01","FLO",78.6,8.0
22231,"FB1","002","40","02","FLO",78.6,8.0
22232,"FB1","002","40","03","FLO",78.6,8.0
22233,"FB1","002","40","04","FLO",78.6,8.0
22234,"FB1","002","50","01","FLO",78.6,8.0
22235,"FB1","002","50","02","FLO",78.6,8.0
22236,"FB1","002","50","03","FLO",78.6,8.0
22237,"FB1","002","50","04","FLO",78.6,8.0
22238,"FB1","002","60","01","FLO",78.6,8.0
22239,"FB1","002","60","02","FLO",78.6,8.0
22240,"FB1","002","60","03","FLO",78.6,8.0
22241,"FB1","002","60","04","FLO",78.6,8.0
22242,"FB1","002","70","01","FLO",78.6,8.0
22243,"FB1","002","70","02","FLO",78.6,8.0
22244,"FB1","002","70","03","FLO",78.6,8.0
22245,"FB1","002","70","04","FLO",78.6,8.0
20970,"FB2","003","10","01","FLO",82.2,8.0
20971,"FB2","003","10","02","FLO",82.2,8.0
20972,"FB2","003","10","03","FLO",82.2,8.0
20973,"FB2","003","10","04","FLO",82.2,8.0
20974,"FB2","003","20","01","FLO",82.2,8.0
20975,"FB2","003","20","02","FLO",82.2,8.0
20976,"FB2","003","20","03","FLO",82.2,8.0
20977,"FB2","003","20","04","FLO",82.2,8.0
20978,"FB2","003","30","01","FLO",82.2,8.0
20979,"FB2","003","30","02","FLO",82.2,8.0
20980,"FB2","003","30","03","FLO",82.2,8.0
20981,"FB2","003","30","04","FLO",82.2,8.0
20982,"FB2","003","40","01","FLO",82.2,8.0
20983,"FB2","003","40","02","FLO",82.2,8.0
20984,"FB2","003","40","03","FLO",82.2,8.0
20985,"FB2","003","40","04","FLO",82.2,8.0
20986,"FB2","003","50","01","FLO",82.2,8.0
20987,"FB2","003","50","02","FLO",82.2,8.0
20988,"FB2","003","50","03","FLO",82.2,8.0
20989,"FB2","003","50","04","FLO",82.2,8.0
20990,"FB2","003","60","01","FLO",82.2,8.0
20991,"FB2","003","60","02","FLO",82.2,8.0
20992,"FB2","003","60","03","FLO",82.2,8.0
20993,"FB2","003","60","04","FLO",82.2,8.0
20994,"FB2","003","70","01","FLO",82.2,8.0
20995,"FB2","003","70","02","FLO",82.2,8.0
20996,"FB2","003","70","03","FLO",82.2,8.0
20997,"FB2","003","70","04","FLO",82.2,8.0
22246,"FB1","003","10","01","FLO",82.2,8.0
22247,"FB1","003","10","02","FLO",82.2,8.0
22248,"FB1","003","10","03","FLO",82.2,8.0
22249,"FB1","003","10","04","FLO",82.2,8.0
22250,"FB1","003","20","01","FLO",82.2,8.0
22251,"FB1","003","20","02","FLO",82.2,8.0
22252,"FB1","003","20","03","FLO",82.2,8.0
22253,"FB1","003","20","04","FLO",82.2,8.0
22254,"FB1","003","30","01","FLO",82.2,8.0
22255,"FB1","003","30","02","FLO",82.2,8.0
22256,"FB1","003","30","03","FLO",82.2,8.0
22257,"FB1","003","30","04","FLO",82.2,8.0
22258,"FB1","003","40","01","FLO",82.2,8.0
22259,"FB1","003","40","02","FLO",82.2,8.0
22260,"FB1","003","40","03","FLO",82.2,8.0
22261,"FB1","003","40","04","FLO",82.2,8.0
22262,"FB1","003","50","01","FLO",82.2,8.0
22263,"FB1","003","50","02","FLO",82.2,8.0
22264,"FB1","003","50","03","FLO",82.2,8.0
22265,"FB1","003","50","04","FLO",82.2,8.0
22266,"FB1","003","60","01","FLO",82.2,8.0
22267,"FB1","003","60","02","FLO",82.2,8.0
22268,"FB1","003","60","03","FLO",82.2,8.0
22269,"FB1","003","60","04","FLO",82.2,8.0
22270,"FB1","003","70","01","FLO",82.2,8.0
22271,"FB1","003","70","02","FLO",82.2,8.0
22272,"FB1","003","70","03","FLO",82.2,8.0
22273,"FB1","003","70","04","FLO",82.2,8.0
20998,"FB2","004","10","01","FLO",85.8,8.0
20999,"FB2","004","10","02","FLO",85.8,8.0
21000,"FB2","004","10","03","FLO",85.8,8.0
21001,"FB2","004","10","04","FLO",85.8,8.0
21002,"FB2","004","20","01","FLO",85.8,8.0
21003,"FB2","004","20","02","FLO",85.8,8.0
21004,"FB2","004","20","03","FLO",85.8,8.0
21005,"FB2","004","20","04","FLO",85.8,8.0
21006,"FB2","004","30","01","FLO",85.8,8.0
21007,"FB2","004","30","02","FLO",85.8,8.0
21008,"FB2","004","30","03","FLO",85.8,8.0
21009,"FB2","004","30","04","FLO",85.8,8.0
21010,"FB2","004","40","01","FLO",85.8,8.0
21011,"FB2","004","40","02","FLO",85.8,8.0
21012,"FB2","004","40","03","FLO",85.8,8.0
21013,"FB2","004","40","04","FLO",85.8,8.0
21014,"FB2","004","50","01","FLO",85.8,8.0
21015,"FB2","004","50","02","FLO",85.8,8.0
21016,"FB2","004","50","03","FLO",85.8,8.0
21017,"FB2","004","50","04","FLO",85.8,8.0
21018,"FB2","004","60","01","FLO",85.8,8.0
21019,"FB2","004","60","02","FLO",85.8,8.0
21020,"FB2","004","60","03","FLO",85.8,8.0
21021,"FB2","004","60","04","FLO",85.8,8.0
21022,"FB2","004","70","01","FLO",85.8,8.0
21023,"FB2","004","70","02","FLO",85.8,8.0
21024,"FB2","004","70","03","FLO",85.8,8.0
21025,"FB2","004","70","04","FLO",85.8,8.0
22274,"FB1","004","10","01","FLO",85.8,8.0
22275,"FB1","004","10","02","FLO",85.8,8.0
22276,"FB1","004","10","03","FLO",85.8,8.0
22277,"FB1","004","10","04","FLO",85.8,8.0
22278,"FB1","004","20","01","FLO",85.8,8.0
22279,"FB1","004","20","02","FLO",85.8,8.0
22280,"FB1","004","20","03","FLO",85.8,8.0
22281,"FB1","004","20","04","FLO",85.8,8.0
22282,"FB1","004","30","01","FLO",85.8,8.0
22283,"FB1","004","30","02","FLO",85.8,8.0
22284,"FB1","004","30","03","FLO",85.8,8.0
22285,"FB1","004","30","04","FLO",85.8,8.0
22286,"FB1","004","40","01","FLO",85.8,8.0
22287,"FB1","004","40","02","FLO",85.8,8.0
22288,"FB1","004","40","03","FLO",85.8,8.0
22289,"FB1","004","40","04","FLO",85.8,8.0
22290,"FB1","004","50","01","FLO",85.8,8.0
22291,"FB1","004","50","02","FLO",85.8,8.0
22292,"FB1","004","50","03","FLO",85.8,8.0
22293,"FB1","004","50","04","FLO",85.8,8.0
22294,"FB1","004","60","01","FLO",85.8,8.0
22295,"FB1","004","60","02","FLO",85.8,8.0
22296,"FB1","004","60","03","FLO",85.8,8.0
22297,"FB1","004","60","04","FLO",85.8,8.0
22298,"FB1","004","70","01","FLO",85.8,8.0
22299,"FB1","004","70","02","FLO",85.8,8.0
22300,"FB1","004","70","03","FLO",85.8,8.0
22301,"FB1","004","70","04","FLO",85.8,8.0
21026,"FB2","005","10","01","FLO",89.4,8.0
21027,"FB2","005","10","02","FLO",89.4,8.0
21028,"FB2","005","10","03","FLO",89.4,8.0
21029,"FB2","005","10","04","FLO",89.4,8.0
21030,"FB2","005","20","01","FLO",89.4,8.0
21031,"FB2","005","20","02","FLO",89.4,8.0
21032,"FB2","005","20","03","FLO",89.4,8.0
21033,"FB2","005","20","04","FLO",89.4,8.0
21034,"FB2","005","30","01","FLO",89.4,8.0
21035,"FB2","005","30","02","FLO",89.4,8.0
21036,"FB2","005","30","03","FLO",89.4,8.0
21037,"FB2","005","30","04","FLO",89.4,8.0
21038,"FB2","005","40","01","FLO",89.4,8.0
21039,"FB2","005","40","02","FLO",89.4,8.0
21040,"FB2","005","40","03","FLO",89.4,8.0
21041,"FB2","005","40","04","FLO",89.4,8.0
21042,"FB2","005","50","01","FLO",89.4,8.0
21043,"FB2","005","50","02","FLO",89.4,8.0
21044,"FB2","005","50","03","FLO",89.4,8.0
21045,"FB2","005","50","04","FLO",89.4,8.0
21046,"FB2","005","60","01","FLO",89.4,8.0
21047,"FB2","005","60","02","FLO",89.4,8.0
21048,"FB2","005","60","03","FLO",89.4,8.0
21049,"FB2","005","60","04","FLO",89.4,8.0
21050,"FB2","005","70","01","FLO",89.4,8.0
21051,"FB2","005","70","02","FLO",89.4,8.0
21052,"FB2","005","70","03","FLO",89.4,8.0
21053,"FB2","005","70","04","FLO",89.4,8.0
22302,"FB1","005","10","01","FLO",89.4,8.0
22303,"FB1","005","10","02","FLO",89.4,8.0
22304,"FB1","005","10","03","FLO",89.4,8.0
22305,"FB1","005","10","04","FLO",89.4,8.0
22306,"FB1","005","20","01","FLO",89.4,8.0
22307,"FB1","005","20","02","FLO",89.4,8.0
22308,"FB1","005","20","03","FLO",89.4,8.0
22309,"FB1","005","20","04","FLO",89.4,8.0
22310,"FB1","005","30","01","FLO",89.4,8.0
22311,"FB1","005","30","02","FLO",89.4,8.0
22312,"FB1","005","30","03","FLO",89.4,8.0
22313,"FB1","005","30","04","FLO",89.4,8.0
22314,"FB1","005","40","01","FLO",89.4,8.0
22315,"FB1","005","40","02","FLO",89.4,8.0
22316,"FB1","005","40","03","FLO",89.4,8.0
22317,"FB1","005","40","04","FLO",89.4,8.0
22318,"FB1","005","50","01","FLO",89.4,8.0
22319,"FB1","005","50","02","FLO",89.4,8.0
22320,"FB1","005","50","03","FLO",89.4,8.0
22321,"FB1","005","50","04","FLO",89.4,8.0
22322,"FB1","005","60","01","FLO",89.4,8.0
22323,"FB1","005","60","02","FLO",89.4,8.0
22324,"FB1","005","60","03","FLO",89.4,8.0
22325,"FB1","005","60","04","FLO",89.4,8.0
22326,"FB1","005","70","01","FLO",89.4,8.0
22327,"FB1","005","70","02","FLO",89.4,8.0
22328,"FB1","005","70","03","FLO",89.4,8.0
22329,"FB1","005","70","04","FLO",89.4,8.0
22330,"FB1","006","10","01","FLO",93.0,8.0
22331,"FB1","006","10","02","FLO",93.0,8.0
22332,"FB1","006","10","03","FLO",93.0,8.0
22333,"FB1","006","10","04","FLO",93.0,8.0
22334,"FB1","006","20","01","FLO",93.0,8.0
22335,"FB1","006","20","02","FLO",93.0,8.0
22336,"FB1","006","20","03","FLO",93.0,8.0
22337,"FB1","006","20","04","FLO",93.0,8.0
22338,"FB1","006","30","01","FLO",93.0,8.0
22339,"FB1","006","30","02","FLO",93.0,8.0
22340,"FB1","006","30","03","FLO",93.0,8.0
22341,"FB1","006","30","04","FLO",93.0,8.0
22342,"FB1","006","40","01","FLO",93.0,8.0
22343,"FB1","006","40","02","FLO",93.0,8.0
22344,"FB1","006","40","03","FLO",93.0,8.0
22345,"FB1","006","40","04","FLO",93.0,8.0
22346,"FB1","006","50","01","FLO",93.0,8.0
22347,"FB1","006","50","02","FLO",93.0,8.0
22348,"FB1","006","50","03","FLO",93.0,8.0
22349,"FB1","006","50","04","FLO",93.0,8.0
22350,"FB1","006","60","01","FLO",93.0,8.0
22351,"FB1","006","60","02","FLO",93.0,8.0
22352,"FB1","006","60","03","FLO",93.0,8.0
22353,"FB1","006","60","04","FLO",93.0,8.0
22354,"FB1","006","70","01","FLO",93.0,8.0
22355,"FB1","006","70","02","FLO",93.0,8.0
22356,"FB1","006","70","03","FLO",93.0,8.0
22357,"FB1","006","70","04","FLO",93.0,8.0
24977,"FB2","006","10","01","FLO",93.0,8.0
24978,"FB2","006","10","02","FLO",93.0,8.0
24979,"FB2","006","10","03","FLO",93.0,8.0
24980,"FB2","006","10","04","FLO",93.0,8.0
24981,"FB2","006","20","01","FLO",93.0,8.0
24982,"FB2","006","20","02","FLO",93.0,8.0
24983,"FB2","006","20","03","FLO",93.0,8.0
24984,"FB2","006","20","04","FLO",93.0,8.0
24985,"FB2","006","30","01","FLO",93.0,8.0
24986,"FB2","006","30","02","FLO",93.0,8.0
24987,"FB2","006","30","03","FLO",93.0,8.0
24988,"FB2","006","30","04","FLO",93.0,8.0
24989,"FB2","006","40","01","FLO",93.0,8.0
24990,"FB2","006","40","02","FLO",93.0,8.0
24991,"FB2","006","40","03","FLO",93.0,8.0
24992,"FB2","006","40","04","FLO",93.0,8.0
24993,"FB2","006","50","01","FLO",93.0,8.0
24994,"FB2","006","50","02","FLO",93.0,8.0
24995,"FB2","006","50","03","FLO",93.0,8.0
24996,"FB2","006","50","04","FLO",93.0,8.0
24997,"FB2","006","60","01","FLO",93.0,8.0
24998,"FB2","006","60","02","FLO",93.0,8.0
24999,"FB2","006","60","03","FLO",93.0,8.0
25000,"FB2","006","60","04","FLO",93.0,8.0
25001,"FB2","006","70","01","FLO",93.0,8.0
25002,"FB2","006","70","02","FLO",93.0,8.0
25003,"FB2","006","70","03","FLO",93.0,8.0
25004,"FB2","006","70","04","FLO",93.0,8.0
22358,"FB1","007","10","01","FLO",96.6,8.0
22359,"FB1","007","10","02","FLO",96.6,8.0
22360,"FB1","007","10","03","FLO",96.6,8.0
22361,"FB1","007","10","04","FLO",96.6,8.0
22362,"FB1","007","20","01","FLO",96.6,8.0
22363,"FB1","007","20","02","FLO",96.6,8.0
22364,"FB1","007","20","03","FLO",96.6,8.0
22365,"FB1","007","20","04","FLO",96.6,8.0
22366,"FB1","007","30","01","FLO",96.6,8.0
22367,"FB1","007","30","02","FLO",96.6,8.0
22368,"FB1","007","30","03","FLO",96.6,8.0
22369,"FB1","007","30","04","FLO",96.6,8.0
22370,"FB1","007","40","01","FLO",96.6,8.0
22371,"FB1","007","40","02","FLO",96.6,8.0
22372,"FB1","007","40","03","FLO",96.6,8.0
22373,"FB1","007","40","04","FLO",96.6,8.0
22374,"FB1","007","50","01","FLO",96.6,8.0
22375,"FB1","007","50","02","FLO",96.6,8.0
22376,"FB1","007","50","03","FLO",96.6,8.0
22377,"FB1","007","50","04","FLO",96.6,8.0
22378,"FB1","007","60","01","FLO",96.6,8.0
22379,"FB1","007","60","02","FLO",96.6,8.0
22380,"FB1","007","60","03","FLO",96.6,8.0
22381,"FB1","007","60","04","FLO",96.6,8.0
22382,"FB1","007","70","01","FLO",96.6,8.0
22383,"FB1","007","70","02","FLO",96.6,8.0
22384,"FB1","007","70","03","FLO",96.6,8.0
22385,"FB1","007","70","04","FLO",96.6,8.0
25005,"FB2","007","20","01","FLO",96.6,8.0
25006,"FB2","007","20","02","FLO",96.6,8.0
25007,"FB2","007","20","03","FLO",96.6,8.0
25008,"FB2","007","20","04","FLO",96.6,8.0
25009,"FB2","007","30","01","FLO",96.6,8.0
25010,"FB2","007","30","02","FLO",96.6,8.0
25011,"FB2","007","30","03","FLO",96.6,8.0
25012,"FB2","007","30","04","FLO",96.6,8.0
25013,"FB2","007","40","01","FLO",96.6,8.0
25014,"FB2","007","40","02","FLO",96.6,8.0
25015,"FB2","007","40","03","FLO",96.6,8.0
25016,"FB2","007","40","04","FLO",96.6,8.0
21498,"FB2","008","10","01","FLO",100.2,8.0
21499,"FB2","008","10","02","FLO",100.2,8.0
21500,"FB2","008","10","03","FLO",100.2,8.0
21501,"FB2","008","10","04","FLO",100.2,8.0
21503,"FB2","008","20","02","FLO",100.2,8.0
21504,"FB2","008","20","03","FLO",100.2,8.0
21505,"FB2","008","20","04","FLO",100.2,8.0
21506,"FB2","008","30","01","FLO",100.2,8.0
21507,"FB2","008","30","02","FLO",100.2,8.0
21508,"FB2","008","30","03","FLO",100.2,8.0
21509,"FB2","008","30","04","FLO",100.2,8.0
21510,"FB2","008","40","01","FLO",100.2,8.0
21511,"FB2","008","40","02","FLO",100.2,8.0
21512,"FB2","008","40","03","FLO",100.2,8.0
21513,"FB2","008","40","04","FLO",100.2,8.0
21514,"FB2","008","50","01","FLO",100.2,8.0
21515,"FB2","008","50","02","FLO",100.2,8.0
21516,"FB2","008","50","03","FLO",100.2,8.0
21517,"FB2","008","50","04","FLO",100.2,8.0
21518,"FB2","008","60","01","FLO",100.2,8.0
21519,"FB2","008","60","02","FLO",100.2,8.0
21520,"FB2","008","60","03","FLO",100.2,8.0
21521,"FB2","008","60","04","FLO",100.2,8.0
21522,"FB2","008","70","01","FLO",100.2,8.0
21523,"FB2","008","70","02","FLO",100.2,8.0
21524,"FB2","008","70","03","FLO",100.2,8.0
21525,"FB2","008","70","04","FLO",100.2,8.0
22386,"FB1","008","10","01","FLO",100.2,8.0
22387,"FB1","008","10","02","FLO",100.2,8.0
22388,"FB1","008","10","03","FLO",100.2,8.0
22389,"FB1","008","10","04","FLO",100.2,8.0
22390,"FB1","008","20","01","FLO",100.2,8.0
22391,"FB1","008","20","02","FLO",100.2,8.0
22392,"FB1","008","20","03","FLO",100.2,8.0
22393,"FB1","008","20","04","FLO",100.2,8.0
22394,"FB1","008","30","01","FLO",100.2,8.0
22395,"FB1","008","30","02","FLO",100.2,8.0
22396,"FB1","008","30","03","FLO",100.2,8.0
22397,"FB1","008","30","04","FLO",100.2,8.0
22398,"FB1","008","40","01","FLO",100.2,8.0
22399,"FB1","008","40","02","FLO",100.2,8.0
22400,"FB1","008","40","03","FLO",100.2,8.0
22401,"FB1","008","40","04","FLO",100.2,8.0
22402,"FB1","008","50","01","FLO",100.2,8.0
22403,"FB1","008","50","02","FLO",100.2,8.0
22404,"FB1","008","50","03","FLO",100.2,8.0
22405,"FB1","008","50","04","FLO",100.2,8.0
22406,"FB1","008","60","01","FLO",100.2,8.0
22407,"FB1","008","60","02","FLO",100.2,8.0
22408,"FB1","008","60","03","FLO",100.2,8.0
22409,"FB1","008","60","04","FLO",100.2,8.0
22410,"FB1","008","70","01","FLO",100.2,8.0
22411,"FB1","008","70","02","FLO",100.2,8.0
22412,"FB1","008","70","03","FLO",100.2,8.0
22413,"FB1","008","70","04","FLO",100.2,8.0
28820,"FB2","008","20","01","FLO",100.2,8.0
21526,"FB2","009","10","01","FLO",103.8,8.0
21527,"FB2","009","10","02","FLO",103.8,8.0
21528,"FB2","009","10","03","FLO",103.8,8.0
21529,"FB2","009","10","04","FLO",103.8,8.0
21530,"FB2","009","20","01","FLO",103.8,8.0
21531,"FB2","009","20","02","FLO",103.8,8.0
21532,"FB2","009","20","03","FLO",103.8,8.0
21533,"FB2","009","20","04","FLO",103.8,8.0
21534,"FB2","009","30","01","FLO",103.8,8.0
21535,"FB2","009","30","02","FLO",103.8,8.0
21536,"FB2","009","30","03","FLO",103.8,8.0
21537,"FB2","009","30","04","FLO",103.8,8.0
21538,"FB2","009","40","01","FLO",103.8,8.0
21539,"FB2","009","40","02","FLO",103.8,8.0
21540,"FB2","009","40","03","FLO",103.8,8.0
21541,"FB2","009","40","04","FLO",103.8,8.0
21542,"FB2","009","50","01","FLO",103.8,8.0
21543,"FB2","009","50","02","FLO",103.8,8.0
21544,"FB2","009","50","03","FLO",103.8,8.0
21545,"FB2","009","50","04","FLO",103.8,8.0
21546,"FB2","009","60","01","FLO",103.8,8.0
21547,"FB2","009","60","02","FLO",103.8,8.0
21548,"FB2","009","60","03","FLO",103.8,8.0
21549,"FB2","009","60","04","FLO",103.8,8.0
21550,"FB2","009","70","01","FLO",103.8,8.0
21551,"FB2","009","70","02","FLO",103.8,8.0
21552,"FB2","009","70","03","FLO",103.8,8.0
21553,"FB2","009","70","04","FLO",103.8,8.0
22414,"FB1","009","10","01","FLO",103.8,8.0
22415,"FB1","009","10","02","FLO",103.8,8.0
22416,"FB1","009","10","03","FLO",103.8,8.0
22417,"FB1","009","10","04","FLO",103.8,8.0
22418,"FB1","009","20","01","FLO",103.8,8.0
22419,"FB1","009","20","02","FLO",103.8,8.0
22420,"FB1","009","20","03","FLO",103.8,8.0
22421,"FB1","009","20","04","FLO",103.8,8.0
22422,"FB1","009","30","01","FLO",103.8,8.0
22423,"FB1","009","30","02","FLO",103.8,8.0
22424,"FB1","009","30","03","FLO",103.8,8.0
22425,"FB1","009","30","04","FLO",103.8,8.0
22426,"FB1","009","40","01","FLO",103.8,8.0
22427,"FB1","009","40","02","FLO",103.8,8.0
22428,"FB1","009","40","03","FLO",103.8,8.0
22429,"FB1","009","40","04","FLO",103.8,8.0
22430,"FB1","009","50","01","FLO",103.8,8.0
22431,"FB1","009","50","02","FLO",103.8,8.0
22432,"FB1","009","50","03","FLO",103.8,8.0
22433,"FB1","009","50","04","FLO",103.8,8.0
22434,"FB1","009","60","01","FLO",103.8,8.0
22435,"FB1","009","60","02","FLO",103.8,8.0
22436,"FB1","009","60","03","FLO",103.8,8.0
22437,"FB1","009","60","04","FLO",103.8,8.0
22438,"FB1","009","70","01","FLO",103.8,8.0
22439,"FB1","009","70","02","FLO",103.8,8.0
22440,"FB1","009","70","03","FLO",103.8,8.0
22441,"FB1","009","70","04","FLO",103.8,8.0
21554,"FB2","010","10","01","FLO",107.4,8.0
21555,"FB2","010","10","02","FLO",107.4,8.0
21556,"FB2","010","10","03","FLO",107.4,8.0
21557,"FB2","010","10","04","FLO",107.4,8.0
21558,"FB2","010","20","01","FLO",107.4,8.0
21559,"FB2","010","20","02","FLO",107.4,8.0
21560,"FB2","010","20","03","FLO",107.4,8.0
21561,"FB2","010","20","04","FLO",107.4,8.0
21562,"FB2","010","30","01","FLO",107.4,8.0
21563,"FB2","010","30","02","FLO",107.4,8.0
21564,"FB2","010","30","03","FLO",107.4,8.0
21565,"FB2","010","30","04","FLO",107.4,8.0
21566,"FB2","010","40","01","FLO",107.4,8.0
21567,"FB2","010","40","02","FLO",107.4,8.0
21568,"FB2","010","40","03","FLO",107.4,8.0
21569,"FB2","010","40","04","FLO",107.4,8.0
21570,"FB2","010","50","01","FLO",107.4,8.0
21571,"FB2","010","50","02","FLO",107.4,8.0
21572,"FB2","010","50","03","FLO",107.4,8.0
21573,"FB2","010","50","04","FLO",107.4,8.0
