number,alley,column,level,storage,buildings,X,Y
16307,"FC7","010","20","02","FLO",107.4,50.0
16308,"FC7","010","20","03","FLO",107.4,50.0
16309,"FC7","010","20","04","FLO",107.4,50.0
16310,"FC7","010","30","01","FLO",107.4,50.0
16311,"FC7","010","30","02","FLO",107.4,50.0
16312,"FC7","010","30","03","FLO",107.4,50.0
16313,"FC7","010","30","04","FLO",107.4,50.0
16602,"FC6","010","10","01","FLO",107.4,50.0
16603,"FC6","010","10","02","FLO",107.4,50.0
16604,"FC6","010","10","03","FLO",107.4,50.0
16605,"FC6","010","10","04","FLO",107.4,50.0
16606,"FC6","010","20","01","FLO",107.4,50.0
16607,"FC6","010","20","02","FLO",107.4,50.0
16608,"FC6","010","20","03","FLO",107.4,50.0
16609,"FC6","010","20","04","FLO",107.4,50.0
16610,"FC6","010","30","01","FLO",107.4,50.0
16611,"FC6","010","30","02","FLO",107.4,50.0
16612,"FC6","010","30","03","FLO",107.4,50.0
16613,"FC6","010","30","04","FLO",107.4,50.0
128737,"FC6","010","40","01","FLO",107.4,50.0
128738,"FC6","010","40","02","FLO",107.4,50.0
128739,"FC6","010","40","03","FLO",107.4,50.0
128740,"FC6","010","40","04","FLO",107.4,50.0
128815,"FC7","010","40","01","FLO",107.4,50.0
128816,"FC7","010","40","02","FLO",107.4,50.0
128817,"FC7","010","40","03","FLO",107.4,50.0
128818,"FC7","010","40","04","FLO",107.4,50.0
16314,"FC7","011","10","01","FLO",111.0,50.0
16315,"FC7","011","10","02","FLO",111.0,50.0
16316,"FC7","011","10","03","FLO",111.0,50.0
16317,"FC7","011","10","04","FLO",111.0,50.0
16318,"FC7","011","20","01","FLO",111.0,50.0
16319,"FC7","011","20","02","FLO",111.0,50.0
16320,"FC7","011","20","03","FLO",111.0,50.0
16321,"FC7","011","20","04","FLO",111.0,50.0
16322,"FC7","011","30","01","FLO",111.0,50.0
16323,"FC7","011","30","02","FLO",111.0,50.0
16324,"FC7","011","30","03","FLO",111.0,50.0
16325,"FC7","011","30","04","FLO",111.0,50.0
16614,"FC6","011","10","01","FLO",111.0,50.0
16615,"FC6","011","10","02","FLO",111.0,50.0
16616,"FC6","011","10","03","FLO",111.0,50.0
16617,"FC6","011","10","04","FLO",111.0,50.0
16618,"FC6","011","20","01","FLO",111.0,50.0
16619,"FC6","011","20","02","FLO",111.0,50.0
16620,"FC6","011","20","03","FLO",111.0,50.0
16621,"FC6","011","20","04","FLO",111.0,50.0
16622,"FC6","011","30","01","FLO",111.0,50.0
16623,"FC6","011","30","02","FLO",111.0,50.0
16624,"FC6","011","30","03","FLO",111.0,50.0
16625,"FC6","011","30","04","FLO",111.0,50.0
128741,"FC6","011","40","01","FLO",111.0,50.0
128742,"FC6","011","40","02","FLO",111.0,50.0
128743,"FC6","011","40","03","FLO",111.0,50.0
128744,"FC6","011","40","04","FLO",111.0,50.0
128819,"FC7","011","40","01","FLO",111.0,50.0
128820,"FC7","011","40","02","FLO",111.0,50.0
128821,"FC7","011","40","03","FLO",111.0,50.0
128822,"FC7","011","40","04","FLO",111.0,50.0
16326,"FC7","012","10","01","FLO",114.6,50.0
16327,"FC7","012","10","02","FLO",114.6,50.0
16328,"FC7","012","10","03","FLO",114.6,50.0
16329,"FC7","012","10","04","FLO",114.6,50.0
16330,"FC7","012","20","01","FLO",114.6,50.0
16331,"FC7","012","20","02","FLO",114.6,50.0
16332,"FC7","012","20","03","FLO",114.6,50.0
16333,"FC7","012","20","04","FLO",114.6,50.0
16334,"FC7","012","30","01","FLO",114.6,50.0
16335,"FC7","012","30","02","FLO",114.6,50.0
16336,"FC7","012","30","03","FLO",114.6,50.0
16337,"FC7","012","30","04","FLO",114.6,50.0
16626,"FC6","012","10","01","FLO",114.6,50.0
16627,"FC6","012","10","02","FLO",114.6,50.0
16628,"FC6","012","10","03","FLO",114.6,50.0
16629,"FC6","012","10","04","FLO",114.6,50.0
16630,"FC6","012","20","01","FLO",114.6,50.0
16631,"FC6","012","20","02","FLO",114.6,50.0
16632,"FC6","012","20","03","FLO",114.6,50.0
16633,"FC6","012","20","04","FLO",114.6,50.0
16634,"FC6","012","30","01","FLO",114.6,50.0
16635,"FC6","012","30","02","FLO",114.6,50.0
16636,"FC6","012","30","03","FLO",114.6,50.0
16637,"FC6","012","30","04","FLO",114.6,50.0
128745,"FC6","012","40","01","FLO",114.6,50.0
128746,"FC6","012","40","02","FLO",114.6,50.0
128747,"FC6","012","40","03","FLO",114.6,50.0
128748,"FC6","012","40","04","FLO",114.6,50.0
128823,"FC7","012","40","01","FLO",114.6,50.0
128824,"FC7","012","40","02","FLO",114.6,50.0
128825,"FC7","012","40","03","FLO",114.6,50.0
128826,"FC7","012","40","04","FLO",114.6,50.0
26125,"FC6","013","10","01","FLO",118.2,50.0
26126,"FC6","013","10","02","FLO",118.2,50.0
26127,"FC6","013","10","03","FLO",118.2,50.0
26128,"FC6","013","10","04","FLO",118.2,50.0
26129,"FC6","013","20","01","FLO",118.2,50.0
26130,"FC6","013","20","02","FLO",118.2,50.0
26131,"FC6","013","20","03","FLO",118.2,50.0
26132,"FC6","013","20","04","FLO",118.2,50.0
26133,"FC6","013","30","01","FLO",118.2,50.0
26134,"FC6","013","30","02","FLO",118.2,50.0
26135,"FC6","013","30","03","FLO",118.2,50.0
26136,"FC6","013","30","04","FLO",118.2,50.0
26173,"FC7","013","10","01","FLO",118.2,50.0
26174,"FC7","013","10","02","FLO",118.2,50.0
26175,"FC7","013","10","03","FLO",118.2,50.0
26176,"FC7","013","10","04","FLO",118.2,50.0
26177,"FC7","013","20","01","FLO",118.2,50.0
26178,"FC7","013","20","02","FLO",118.2,50.0
26179,"FC7","013","20","03","FLO",118.2,50.0
26180,"FC7","013","20","04","FLO",118.2,50.0
26181,"FC7","013","30","01","FLO",118.2,50.0
26182,"FC7","013","30","02","FLO",118.2,50.0
26183,"FC7","013","30","03","FLO",118.2,50.0
26184,"FC7","013","30","04","FLO",118.2,50.0
128749,"FC6","013","40","01","FLO",118.2,50.0
128750,"FC6","013","40","02","FLO",118.2,50.0
128751,"FC6","013","40","03","FLO",118.2,50.0
128752,"FC6","013","40","04","FLO",118.2,50.0
128827,"FC7","013","40","01","FLO",118.2,50.0
128828,"FC7","013","40","02","FLO",118.2,50.0
128829,"FC7","013","40","03","FLO",118.2,50.0
128830,"FC7","013","40","04","FLO",118.2,50.0
26137,"FC6","014","20","01","FLO",121.8,50.0
26138,"FC6","014","20","02","FLO",121.8,50.0
26139,"FC6","014","20","03","FLO",121.8,50.0
26140,"FC6","014","20","04","FLO",121.8,50.0
26141,"FC6","014","30","01","FLO",121.8,50.0
26142,"FC6","014","30","02","FLO",121.8,50.0
26143,"FC6","014","30","03","FLO",121.8,50.0
26144,"FC6","014","30","04","FLO",121.8,50.0
26145,"FC6","014","40","01","FLO",121.8,50.0
26146,"FC6","014","40","02","FLO",121.8,50.0
26147,"FC6","014","40","03","FLO",121.8,50.0
26148,"FC6","014","40","04","FLO",121.8,50.0
26185,"FC7","014","20","01","FLO",121.8,50.0
26186,"FC7","014","20","02","FLO",121.8,50.0
26187,"FC7","014","20","03","FLO",121.8,50.0
26188,"FC7","014","20","04","FLO",121.8,50.0
26189,"FC7","014","30","01","FLO",121.8,50.0
26190,"FC7","014","30","02","FLO",121.8,50.0
26191,"FC7","014","30","03","FLO",121.8,50.0
26192,"FC7","014","30","04","FLO",121.8,50.0
26193,"FC7","014","40","01","FLO",121.8,50.0
26194,"FC7","014","40","02","FLO",121.8,50.0
26195,"FC7","014","40","03","FLO",121.8,50.0
26196,"FC7","014","40","04","FLO",121.8,50.0
16674,"FC6","015","10","01","FLO",125.4,50.0
16675,"FC6","015","10","02","FLO",125.4,50.0
16676,"FC6","015","10","03","FLO",125.4,50.0
16677,"FC6","015","10","04","FLO",125.4,50.0
16678,"FC6","015","20","01","FLO",125.4,50.0
16679,"FC6","015","20","02","FLO",125.4,50.0
16680,"FC6","015","20","03","FLO",125.4,50.0
16681,"FC6","015","20","04","FLO",125.4,50.0
16682,"FC6","015","30","01","FLO",125.4,50.0
16683,"FC6","015","30","02","FLO",125.4,50.0
16684,"FC6","015","30","03","FLO",125.4,50.0
16685,"FC6","015","30","04","FLO",125.4,50.0
118956,"FC7","015","10","01","FLO",125.4,50.0
118957,"FC7","015","10","02","FLO",125.4,50.0
118958,"FC7","015","10","03","FLO",125.4,50.0
118959,"FC7","015","10","04","FLO",125.4,50.0
118960,"FC7","015","20","01","FLO",125.4,50.0
118961,"FC7","015","20","02","FLO",125.4,50.0
118962,"FC7","015","20","03","FLO",125.4,50.0
118963,"FC7","015","20","04","FLO",125.4,50.0
118964,"FC7","015","30","01","FLO",125.4,50.0
118965,"FC7","015","30","02","FLO",125.4,50.0
118966,"FC7","015","30","03","FLO",125.4,50.0
118967,"FC7","015","30","04","FLO",125.4,50.0
118968,"FC7","015","40","01","FLO",125.4,50.0
118969,"FC7","015","40","02","FLO",125.4,50.0
118970,"FC7","015","40","03","FLO",125.4,50.0
118971,"FC7","015","40","04","FLO",125.4,50.0
118972,"FC7","015","50","01","FLO",125.4,50.0
118973,"FC7","015","50","02","FLO",125.4,50.0
118974,"FC7","015","50","03","FLO",125.4,50.0
118975,"FC7","015","50","04","FLO",125.4,50.0
118976,"FC7","015","60","01","FLO",125.4,50.0
118977,"FC7","015","60","02","FLO",125.4,50.0
118978,"FC7","015","60","03","FLO",125.4,50.0
118979,"FC7","015","60","04","FLO",125.4,50.0
128753,"FC6","015","40","01","FLO",125.4,50.0
128754,"FC6","015","40","02","FLO",125.4,50.0
128755,"FC6","015","40","03","FLO",125.4,50.0
128756,"FC6","015","40","04","FLO",125.4,50.0
16686,"FC6","016","10","01","FLO",129.0,50.0
16687,"FC6","016","10","02","FLO",129.0,50.0
16688,"FC6","016","10","03","FLO",129.0,50.0
16689,"FC6","016","10","04","FLO",129.0,50.0
16690,"FC6","016","20","01","FLO",129.0,50.0
16691,"FC6","016","20","02","FLO",129.0,50.0
16692,"FC6","016","20","03","FLO",129.0,50.0
16693,"FC6","016","20","04","FLO",129.0,50.0
16694,"FC6","016","30","01","FLO",129.0,50.0
16695,"FC6","016","30","02","FLO",129.0,50.0
16696,"FC6","016","30","03","FLO",129.0,50.0
16697,"FC6","016","30","04","FLO",129.0,50.0
118980,"FC7","016","10","01","FLO",129.0,50.0
118981,"FC7","016","10","02","FLO",129.0,50.0
118982,"FC7","016","10","03","FLO",129.0,50.0
118983,"FC7","016","10","04","FLO",129.0,50.0
118984,"FC7","016","20","01","FLO",129.0,50.0
118985,"FC7","016","20","02","FLO",129.0,50.0
118986,"FC7","016","20","03","FLO",129.0,50.0
118987,"FC7","016","20","04","FLO",129.0,50.0
118988,"FC7","016","30","01","FLO",129.0,50.0
118989,"FC7","016","30","02","FLO",129.0,50.0
118990,"FC7","016","30","03","FLO",129.0,50.0
118991,"FC7","016","30","04","FLO",129.0,50.0
118992,"FC7","016","40","01","FLO",129.0,50.0
118993,"FC7","016","40","02","FLO",129.0,50.0
118994,"FC7","016","40","03","FLO",129.0,50.0
118995,"FC7","016","40","04","FLO",129.0,50.0
118996,"FC7","016","50","01","FLO",129.0,50.0
118997,"FC7","016","50","02","FLO",129.0,50.0
118998,"FC7","016","50","03","FLO",129.0,50.0
118999,"FC7","016","50","04","FLO",129.0,50.0
119000,"FC7","016","60","01","FLO",129.0,50.0
119001,"FC7","016","60","02","FLO",129.0,50.0
119002,"FC7","016","60","03","FLO",129.0,50.0
119003,"FC7","016","60","04","FLO",129.0,50.0
128757,"FC6","016","40","01","FLO",129.0,50.0
128758,"FC6","016","40","02","FLO",129.0,50.0
128759,"FC6","016","40","03","FLO",129.0,50.0
128760,"FC6","016","40","04","FLO",129.0,50.0
16698,"FC6","017","10","01","FLO",132.6,50.0
16699,"FC6","017","10","02","FLO",132.6,50.0
16700,"FC6","017","10","03","FLO",132.6,50.0
16701,"FC6","017","10","04","FLO",132.6,50.0
16702,"FC6","017","20","01","FLO",132.6,50.0
16703,"FC6","017","20","02","FLO",132.6,50.0
16704,"FC6","017","20","03","FLO",132.6,50.0
16705,"FC6","017","20","04","FLO",132.6,50.0
16706,"FC6","017","30","01","FLO",132.6,50.0
16707,"FC6","017","30","02","FLO",132.6,50.0
16708,"FC6","017","30","03","FLO",132.6,50.0
16709,"FC6","017","30","04","FLO",132.6,50.0
119004,"FC7","017","10","01","FLO",132.6,50.0
119005,"FC7","017","10","02","FLO",132.6,50.0
119006,"FC7","017","10","03","FLO",132.6,50.0
119007,"FC7","017","10","04","FLO",132.6,50.0
119008,"FC7","017","20","01","FLO",132.6,50.0
119009,"FC7","017","20","02","FLO",132.6,50.0
119010,"FC7","017","20","03","FLO",132.6,50.0
119011,"FC7","017","20","04","FLO",132.6,50.0
119012,"FC7","017","30","01","FLO",132.6,50.0
119013,"FC7","017","30","02","FLO",132.6,50.0
119014,"FC7","017","30","03","FLO",132.6,50.0
119015,"FC7","017","30","04","FLO",132.6,50.0
119016,"FC7","017","40","01","FLO",132.6,50.0
119017,"FC7","017","40","02","FLO",132.6,50.0
119018,"FC7","017","40","03","FLO",132.6,50.0
119019,"FC7","017","40","04","FLO",132.6,50.0
119020,"FC7","017","50","01","FLO",132.6,50.0
119021,"FC7","017","50","02","FLO",132.6,50.0
119022,"FC7","017","50","03","FLO",132.6,50.0
119023,"FC7","017","50","04","FLO",132.6,50.0
119024,"FC7","017","60","01","FLO",132.6,50.0
119025,"FC7","017","60","02","FLO",132.6,50.0
119026,"FC7","017","60","03","FLO",132.6,50.0
119027,"FC7","017","60","04","FLO",132.6,50.0
128761,"FC6","017","40","01","FLO",132.6,50.0
128762,"FC6","017","40","02","FLO",132.6,50.0
128763,"FC6","017","40","03","FLO",132.6,50.0
128764,"FC6","017","40","04","FLO",132.6,50.0
16710,"FC6","018","10","01","FLO",136.2,50.0
16711,"FC6","018","10","02","FLO",136.2,50.0
16712,"FC6","018","10","03","FLO",136.2,50.0
16713,"FC6","018","10","04","FLO",136.2,50.0
16714,"FC6","018","20","01","FLO",136.2,50.0
16715,"FC6","018","20","02","FLO",136.2,50.0
16716,"FC6","018","20","03","FLO",136.2,50.0
16717,"FC6","018","20","04","FLO",136.2,50.0
16718,"FC6","018","30","01","FLO",136.2,50.0
16719,"FC6","018","30","02","FLO",136.2,50.0
16720,"FC6","018","30","03","FLO",136.2,50.0
16721,"FC6","018","30","04","FLO",136.2,50.0
119028,"FC7","018","10","01","FLO",136.2,50.0
119029,"FC7","018","10","02","FLO",136.2,50.0
119030,"FC7","018","10","03","FLO",136.2,50.0
119031,"FC7","018","10","04","FLO",136.2,50.0
119032,"FC7","018","20","01","FLO",136.2,50.0
119033,"FC7","018","20","02","FLO",136.2,50.0
119034,"FC7","018","20","03","FLO",136.2,50.0
119035,"FC7","018","20","04","FLO",136.2,50.0
119036,"FC7","018","30","01","FLO",136.2,50.0
119037,"FC7","018","30","02","FLO",136.2,50.0
119038,"FC7","018","30","03","FLO",136.2,50.0
119039,"FC7","018","30","04","FLO",136.2,50.0
119040,"FC7","018","40","01","FLO",136.2,50.0
119041,"FC7","018","40","02","FLO",136.2,50.0
119042,"FC7","018","40","03","FLO",136.2,50.0
119043,"FC7","018","40","04","FLO",136.2,50.0
119044,"FC7","018","50","01","FLO",136.2,50.0
119045,"FC7","018","50","02","FLO",136.2,50.0
119046,"FC7","018","50","03","FLO",136.2,50.0
119047,"FC7","018","50","04","FLO",136.2,50.0
119048,"FC7","018","60","01","FLO",136.2,50.0
119049,"FC7","018","60","02","FLO",136.2,50.0
119050,"FC7","018","60","03","FLO",136.2,50.0
119051,"FC7","018","60","04","FLO",136.2,50.0
128765,"FC6","018","40","01","FLO",136.2,50.0
128766,"FC6","018","40","02","FLO",136.2,50.0
128767,"FC6","018","40","03","FLO",136.2,50.0
128768,"FC6","018","40","04","FLO",136.2,50.0
16722,"FC6","019","10","01","FLO",139.8,50.0
16723,"FC6","019","10","02","FLO",139.8,50.0
16724,"FC6","019","10","03","FLO",139.8,50.0
16725,"FC6","019","10","04","FLO",139.8,50.0
16726,"FC6","019","20","01","FLO",139.8,50.0
16727,"FC6","019","20","02","FLO",139.8,50.0
16728,"FC6","019","20","03","FLO",139.8,50.0
16729,"FC6","019","20","04","FLO",139.8,50.0
16730,"FC6","019","30","01","FLO",139.8,50.0
16731,"FC6","019","30","02","FLO",139.8,50.0
16732,"FC6","019","30","03","FLO",139.8,50.0
16733,"FC6","019","30","04","FLO",139.8,50.0
119052,"FC7","019","10","01","FLO",139.8,50.0
119053,"FC7","019","10","02","FLO",139.8,50.0
119054,"FC7","019","10","03","FLO",139.8,50.0
119055,"FC7","019","10","04","FLO",139.8,50.0
119056,"FC7","019","20","01","FLO",139.8,50.0
119057,"FC7","019","20","02","FLO",139.8,50.0
119058,"FC7","019","20","03","FLO",139.8,50.0
119059,"FC7","019","20","04","FLO",139.8,50.0
119060,"FC7","019","30","01","FLO",139.8,50.0
119061,"FC7","019","30","02","FLO",139.8,50.0
119062,"FC7","019","30","03","FLO",139.8,50.0
119063,"FC7","019","30","04","FLO",139.8,50.0
119064,"FC7","019","40","01","FLO",139.8,50.0
119065,"FC7","019","40","02","FLO",139.8,50.0
119066,"FC7","019","40","03","FLO",139.8,50.0
119067,"FC7","019","40","04","FLO",139.8,50.0
119068,"FC7","019","50","01","FLO",139.8,50.0
119069,"FC7","019","50","02","FLO",139.8,50.0
119070,"FC7","019","50","03","FLO",139.8,50.0
119071,"FC7","019","50","04","FLO",139.8,50.0
119072,"FC7","019","60","01","FLO",139.8,50.0
119073,"FC7","019","60","02","FLO",139.8,50.0
119074,"FC7","019","60","03","FLO",139.8,50.0
119075,"FC7","019","60","04","FLO",139.8,50.0
128769,"FC6","019","40","01","FLO",139.8,50.0
128770,"FC6","019","40","02","FLO",139.8,50.0
128771,"FC6","019","40","03","FLO",139.8,50.0
128772,"FC6","019","40","04","FLO",139.8,50.0
16734,"FC6","020","10","01","FLO",143.4,50.0
16735,"FC6","020","10","02","FLO",143.4,50.0
16736,"FC6","020","10","03","FLO",143.4,50.0
16737,"FC6","020","10","04","FLO",143.4,50.0
16738,"FC6","020","20","01","FLO",143.4,50.0
16739,"FC6","020","20","02","FLO",143.4,50.0
16740,"FC6","020","20","03","FLO",143.4,50.0
16741,"FC6","020","20","04","FLO",143.4,50.0
16742,"FC6","020","30","01","FLO",143.4,50.0
16743,"FC6","020","30","02","FLO",143.4,50.0
16744,"FC6","020","30","03","FLO",143.4,50.0
16745,"FC6","020","30","04","FLO",143.4,50.0
119076,"FC7","020","10","01","FLO",143.4,50.0
119077,"FC7","020","10","02","FLO",143.4,50.0
119078,"FC7","020","10","03","FLO",143.4,50.0
119079,"FC7","020","10","04","FLO",143.4,50.0
119080,"FC7","020","20","01","FLO",143.4,50.0
119081,"FC7","020","20","02","FLO",143.4,50.0
119082,"FC7","020","20","03","FLO",143.4,50.0
119083,"FC7","020","20","04","FLO",143.4,50.0
119084,"FC7","020","30","01","FLO",143.4,50.0
119085,"FC7","020","30","02","FLO",143.4,50.0
119086,"FC7","020","30","03","FLO",143.4,50.0
119087,"FC7","020","30","04","FLO",143.4,50.0
119088,"FC7","020","40","01","FLO",143.4,50.0
119089,"FC7","020","40","02","FLO",143.4,50.0
119090,"FC7","020","40","03","FLO",143.4,50.0
119091,"FC7","020","40","04","FLO",143.4,50.0
119092,"FC7","020","50","01","FLO",143.4,50.0
119093,"FC7","020","50","02","FLO",143.4,50.0
119094,"FC7","020","50","03","FLO",143.4,50.0
119095,"FC7","020","50","04","FLO",143.4,50.0
119096,"FC7","020","60","01","FLO",143.4,50.0
119097,"FC7","020","60","02","FLO",143.4,50.0
119098,"FC7","020","60","03","FLO",143.4,50.0
119099,"FC7","020","60","04","FLO",143.4,50.0
128773,"FC6","020","40","01","FLO",143.4,50.0
128774,"FC6","020","40","02","FLO",143.4,50.0
128775,"FC6","020","40","03","FLO",143.4,50.0
128776,"FC6","020","40","04","FLO",143.4,50.0
16746,"FC6","021","10","01","FLO",147.0,50.0
16747,"FC6","021","10","02","FLO",147.0,50.0
16748,"FC6","021","10","03","FLO",147.0,50.0
16749,"FC6","021","10","04","FLO",147.0,50.0
16750,"FC6","021","20","01","FLO",147.0,50.0
16751,"FC6","021","20","02","FLO",147.0,50.0
16752,"FC6","021","20","03","FLO",147.0,50.0
16753,"FC6","021","20","04","FLO",147.0,50.0
16754,"FC6","021","30","01","FLO",147.0,50.0
16755,"FC6","021","30","02","FLO",147.0,50.0
16756,"FC6","021","30","03","FLO",147.0,50.0
16757,"FC6","021","30","04","FLO",147.0,50.0
119100,"FC7","021","10","01","FLO",147.0,50.0
119101,"FC7","021","10","02","FLO",147.0,50.0
119102,"FC7","021","10","03","FLO",147.0,50.0
119103,"FC7","021","10","04","FLO",147.0,50.0
119104,"FC7","021","20","01","FLO",147.0,50.0
119105,"FC7","021","20","02","FLO",147.0,50.0
119106,"FC7","021","20","03","FLO",147.0,50.0
119107,"FC7","021","20","04","FLO",147.0,50.0
119108,"FC7","021","30","01","FLO",147.0,50.0
119109,"FC7","021","30","02","FLO",147.0,50.0
119110,"FC7","021","30","03","FLO",147.0,50.0
119111,"FC7","021","30","04","FLO",147.0,50.0
119112,"FC7","021","40","01","FLO",147.0,50.0
119113,"FC7","021","40","02","FLO",147.0,50.0
119114,"FC7","021","40","03","FLO",147.0,50.0
119115,"FC7","021","40","04","FLO",147.0,50.0
119116,"FC7","021","50","01","FLO",147.0,50.0
119117,"FC7","021","50","02","FLO",147.0,50.0
119118,"FC7","021","50","03","FLO",147.0,50.0
119119,"FC7","021","50","04","FLO",147.0,50.0
119120,"FC7","021","60","01","FLO",147.0,50.0
119121,"FC7","021","60","02","FLO",147.0,50.0
119122,"FC7","021","60","03","FLO",147.0,50.0
119123,"FC7","021","60","04","FLO",147.0,50.0
128777,"FC6","021","40","01","FLO",147.0,50.0
128778,"FC6","021","40","02","FLO",147.0,50.0
128779,"FC6","021","40","03","FLO",147.0,50.0
128780,"FC6","021","40","04","FLO",147.0,50.0
21686,"FC6","022","10","01","FLO",150.6,50.0
21687,"FC6","022","10","02","FLO",150.6,50.0
21688,"FC6","022","10","03","FLO",150.6,50.0
21689,"FC6","022","10","04","FLO",150.6,50.0
21690,"FC6","022","20","01","FLO",150.6,50.0
21691,"FC6","022","20","02","FLO",150.6,50.0
21692,"FC6","022","20","03","FLO",150.6,50.0
21693,"FC6","022","20","04","FLO",150.6,50.0
21694,"FC6","022","30","01","FLO",150.6,50.0
21695,"FC6","022","30","02","FLO",150.6,50.0
21696,"FC6","022","30","03","FLO",150.6,50.0
21697,"FC6","022","30","04","FLO",150.6,50.0
119124,"FC7","022","10","01","FLO",150.6,50.0
119125,"FC7","022","10","02","FLO",150.6,50.0
119126,"FC7","022","10","03","FLO",150.6,50.0
119127,"FC7","022","10","04","FLO",150.6,50.0
119128,"FC7","022","20","01","FLO",150.6,50.0
119129,"FC7","022","20","02","FLO",150.6,50.0
119130,"FC7","022","20","03","FLO",150.6,50.0
119131,"FC7","022","20","04","FLO",150.6,50.0
119132,"FC7","022","30","01","FLO",150.6,50.0
119133,"FC7","022","30","02","FLO",150.6,50.0
119134,"FC7","022","30","03","FLO",150.6,50.0
119135,"FC7","022","30","04","FLO",150.6,50.0
119136,"FC7","022","40","01","FLO",150.6,50.0
119137,"FC7","022","40","02","FLO",150.6,50.0
119138,"FC7","022","40","03","FLO",150.6,50.0
119139,"FC7","022","40","04","FLO",150.6,50.0
119140,"FC7","022","50","01","FLO",150.6,50.0
119141,"FC7","022","50","02","FLO",150.6,50.0
119142,"FC7","022","50","03","FLO",150.6,50.0
119143,"FC7","022","50","04","FLO",150.6,50.0
119144,"FC7","022","60","01","FLO",150.6,50.0
119145,"FC7","022","60","02","FLO",150.6,50.0
119146,"FC7","022","60","03","FLO",150.6,50.0
119147,"FC7","022","60","04","FLO",150.6,50.0
128781,"FC6","022","40","01","FLO",150.6,50.0
128782,"FC6","022","40","02","FLO",150.6,50.0
128783,"FC6","022","40","03","FLO",150.6,50.0
128784,"FC6","022","40","04","FLO",150.6,50.0
15534,"FC9","001","10","01","FLO",75.0,56.0
15535,"FC9","001","10","02","FLO",75.0,56.0
15538,"FC9","001","20","01","FLO",75.0,56.0
15539,"FC9","001","20","02","FLO",75.0,56.0
15542,"FC9","001","30","01","FLO",75.0,56.0
15543,"FC9","001","30","02","FLO",75.0,56.0
15894,"FC8","001","10","01","FLO",75.0,56.0
15895,"FC8","001","10","02","FLO",75.0,56.0
15898,"FC8","001","20","01","FLO",75.0,56.0
15899,"FC8","001","20","02","FLO",75.0,56.0
15902,"FC8","001","30","01","FLO",75.0,56.0
15903,"FC8","001","30","02","FLO",75.0,56.0
128831,"FC8","001","40","01","FLO",75.0,56.0
128832,"FC8","001","40","02","FLO",75.0,56.0
15546,"FC9","002","10","01","FLO",78.6,56.0
15547,"FC9","002","10","02","FLO",78.6,56.0
15548,"FC9","002","10","03","FLO",78.6,56.0
15549,"FC9","002","10","04","FLO",78.6,56.0
15550,"FC9","002","20","01","FLO",78.6,56.0
15551,"FC9","002","20","02","FLO",78.6,56.0
15552,"FC9","002","20","03","FLO",78.6,56.0
15553,"FC9","002","20","04","FLO",78.6,56.0
15554,"FC9","002","30","01","FLO",78.6,56.0
15555,"FC9","002","30","02","FLO",78.6,56.0
15556,"FC9","002","30","03","FLO",78.6,56.0
15557,"FC9","002","30","04","FLO",78.6,56.0
15906,"FC8","002","10","01","FLO",78.6,56.0
15907,"FC8","002","10","02","FLO",78.6,56.0
15908,"FC8","002","10","03","FLO",78.6,56.0
15909,"FC8","002","10","04","FLO",78.6,56.0
15910,"FC8","002","20","01","FLO",78.6,56.0
15911,"FC8","002","20","02","FLO",78.6,56.0
15912,"FC8","002","20","03","FLO",78.6,56.0
15913,"FC8","002","20","04","FLO",78.6,56.0
15914,"FC8","002","30","01","FLO",78.6,56.0
15915,"FC8","002","30","02","FLO",78.6,56.0
15916,"FC8","002","30","03","FLO",78.6,56.0
15917,"FC8","002","30","04","FLO",78.6,56.0
128833,"FC8","002","40","01","FLO",78.6,56.0
128834,"FC8","002","40","02","FLO",78.6,56.0
128835,"FC8","002","40","03","FLO",78.6,56.0
128836,"FC8","002","40","04","FLO",78.6,56.0
15558,"FC9","003","10","01","FLO",82.2,56.0
15559,"FC9","003","10","02","FLO",82.2,56.0
15560,"FC9","003","10","03","FLO",82.2,56.0
15561,"FC9","003","10","04","FLO",82.2,56.0
15562,"FC9","003","20","01","FLO",82.2,56.0
15563,"FC9","003","20","02","FLO",82.2,56.0
15564,"FC9","003","20","03","FLO",82.2,56.0
15565,"FC9","003","20","04","FLO",82.2,56.0
15566,"FC9","003","30","01","FLO",82.2,56.0
15567,"FC9","003","30","02","FLO",82.2,56.0
15568,"FC9","003","30","03","FLO",82.2,56.0
15569,"FC9","003","30","04","FLO",82.2,56.0
15918,"FC8","003","10","01","FLO",82.2,56.0
15919,"FC8","003","10","02","FLO",82.2,56.0
15920,"FC8","003","10","03","FLO",82.2,56.0
15921,"FC8","003","10","04","FLO",82.2,56.0
15922,"FC8","003","20","01","FLO",82.2,56.0
15923,"FC8","003","20","02","FLO",82.2,56.0
15924,"FC8","003","20","03","FLO",82.2,56.0
15925,"FC8","003","20","04","FLO",82.2,56.0
15926,"FC8","003","30","01","FLO",82.2,56.0
15927,"FC8","003","30","02","FLO",82.2,56.0
15928,"FC8","003","30","03","FLO",82.2,56.0
15929,"FC8","003","30","04","FLO",82.2,56.0
128837,"FC8","003","40","01","FLO",82.2,56.0
128838,"FC8","003","40","02","FLO",82.2,56.0
128839,"FC8","003","40","03","FLO",82.2,56.0
128840,"FC8","003","40","04","FLO",82.2,56.0
